id_inventario,producto,almacen,stock_actual,fecha_reabastecimiento,estado_producto
febb6731-9941-40f1-8080-bde580c1888a,Laptop,MX01,1000,2025-04-02,Caducado
b849d35e-06f0-4535-bfa0-6591541bd5f9,Laptop,MX01,1000,2025-05-20,Bueno
8025e8dc-50c8-43c2-bc90-5e1aebd1cd88,Laptop,CN03,1000,2025-03-31,Dañado
1a7af0a9-8004-456d-b2df-889dbaf4984b,Monitor,CN03,5,2025-05-20,Caducado
6cfbd18b-7f78-4f46-a8b9-8f1e89da8f56,Tablet,MX01,0,2025-05-17,Caducado
e0826c2a-3aa1-4c17-8b3c-9c94b904f776,Laptop,MX01,0,2025-05-08,Caducado
47291e0d-9757-4096-97f4-239efc9b2631,Laptop,MX01,5,2025-05-31,Caducado
3f4b4fcd-9566-4eed-b9af-5d510c1d8387,Laptop,CN03,0,2025-06-13,Bueno
877f80f5-bc82-4e50-8afa-51c3d2d67b35,Tablet,CN03,0,2025-04-09,Bueno
1621751e-2c4a-4b3d-a9f6-f997888278b8,Smartphone,MX01,5,2025-04-24,Caducado
27a55511-7893-4d7e-8d22-6729d9fb2f1c,Monitor,MX01,5,2025-04-22,Bueno
76bcd411-4da9-4747-bcef-d16638f9de9a,Smartphone,MX01,5,2025-04-01,Caducado
1d76716a-8ec7-4ed1-bf6f-8a281b99f632,Smartphone,US02,0,2025-05-17,Caducado
111bc979-9413-4354-a009-9ed7d0e141df,Smartphone,MX01,50,2025-06-11,Bueno
7de70e97-5417-46b6-adef-25afcd2d0549,Monitor,CN03,5,2025-03-25,Caducado
96134ef0-092e-4269-925e-34381679efa4,Impresora,MX01,0,2025-04-24,Caducado
5fbcb480-23f3-4555-9d3a-031a7db82687,Laptop,MX01,20,2025-05-14,Dañado
7a44b1a7-5e66-4657-965c-3ee82f628994,Monitor,US02,5,2025-04-28,Caducado
bd015781-a0da-4836-85af-36a950c664a2,Tablet,MX01,20,2025-04-22,Caducado
cfc9216f-915c-4153-9ab1-4938e78684db,Smartphone,CN03,0,2025-06-03,Dañado
3ff40455-dc1e-48e0-b7ab-5750e1ed31f0,Monitor,US02,50,2025-06-03,Caducado
33f64f16-5171-46f3-a2f4-48317d7aba86,Smartphone,MX01,5,2025-06-20,Dañado
e0dc5f5f-f058-4891-ba68-cd0ee86ae8d0,Tablet,CN03,0,2025-05-14,Bueno
2dea5566-cebf-4895-9094-0435bd986346,Tablet,CN03,50,2025-04-28,Bueno
faa3a59b-e74d-4078-9c15-7ad43274e934,Impresora,US02,5,2025-05-14,Bueno
de755e6b-e26a-4f50-8488-395c2d6cee25,Laptop,US02,5,2025-04-07,Dañado
ee6208d7-e345-41d2-a9ea-444b26a3a5f0,Monitor,MX01,20,2025-06-04,Bueno
2ac1cd6d-de97-4ed3-b1c3-6e30ab119d74,Smartphone,US02,0,2025-06-02,Caducado
4604f150-fe4d-48eb-a1ca-4898d1aa6037,Laptop,MX01,0,2025-04-05,Caducado
07045416-eb18-4c7b-a5f5-7a6150f69a23,Impresora,MX01,50,2025-04-19,Dañado
b75460db-bf6c-4c6e-97cc-4bcef90786ec,Smartphone,MX01,0,2025-06-09,Dañado
55ba0d9f-9187-44f6-82f5-bb69c14c6fa9,Monitor,MX01,50,2025-06-14,Dañado
86aba41e-1fea-4fe8-be3e-56b38efd942b,Smartphone,US02,20,2025-05-25,Caducado
462f0882-b714-41cb-9335-5aa97ee0b4fe,Impresora,US02,1000,2025-05-26,Caducado
3062ad3d-3eb5-4cf1-a8f3-f8841fb5a1c8,Laptop,US02,0,2025-04-09,Dañado
c56df8cf-5a3c-4949-9599-711f519e8131,Laptop,MX01,20,2025-04-04,Bueno
47490bbd-9118-4737-a5f8-aeffaf7c8668,Impresora,US02,1000,2025-06-08,Caducado
a0718249-135f-4ffe-96a2-674ba566c228,Impresora,CN03,0,2025-06-09,Caducado
9bfd7ff1-2dc0-42ff-9f11-5899af7c0631,Impresora,MX01,50,2025-05-13,Dañado
dde0a28c-b717-4b88-aced-405b0e18d441,Laptop,MX01,50,2025-05-24,Caducado
cd130350-91ef-4b15-b8d0-cb4afcac521c,Monitor,CN03,20,2025-04-10,Bueno
a265ddd4-33d4-43dd-9e2d-f0539a0fcd2a,Monitor,MX01,0,2025-06-06,Bueno
c58307c8-2d6b-4beb-a678-b30a416b73e0,Impresora,CN03,1000,2025-06-10,Dañado
7ebeee46-0d62-45d6-9957-70485f1d26e7,Smartphone,US02,1000,2025-06-04,Caducado
f0cd6c09-c59b-4379-9e43-e94aa2690dac,Monitor,US02,20,2025-04-09,Caducado
4f23b194-418c-448d-81c0-8f02b8c14544,Laptop,US02,0,2025-03-25,Bueno
6d50a1e6-a9fe-43d0-8cf8-f01c29c5b7e2,Monitor,US02,5,2025-03-29,Bueno
a1d00a40-36d0-402a-bd20-669e3f6952d5,Smartphone,US02,1000,2025-06-02,Dañado
84aa1c23-20da-4833-8ba2-1b5f27b56d57,Smartphone,CN03,20,2025-04-06,Dañado
6bbd5ea4-63b0-4da4-80cc-c86214b92d9e,Smartphone,US02,1000,2025-05-25,Dañado
92248a57-2fdd-4b93-b214-378b392613b5,Laptop,US02,5,2025-04-27,Caducado
940ce853-3131-4678-8ebb-0487e1a40c67,Tablet,CN03,20,2025-04-13,Bueno
4fbea266-e7d2-45bd-8c4f-0cadae323627,Monitor,US02,0,2025-05-22,Dañado
4780c6a8-d365-4e1f-9823-ec4406b5e3f2,Smartphone,CN03,5,2025-05-09,Bueno
67e21bb2-6656-4877-afd7-34f274131c2a,Impresora,CN03,1000,2025-04-02,Caducado
8c9eff0a-0548-43de-9a1b-9736fa379269,Impresora,US02,1000,2025-05-02,Caducado
01d9bee0-402b-4c34-80ca-893d390a97cb,Smartphone,MX01,0,2025-03-31,Caducado
fa099545-ab33-45c8-9609-75838a0e1528,Tablet,US02,5,2025-03-25,Dañado
d7e21e88-3b3f-48d0-bcce-f574bdfa2188,Smartphone,MX01,5,2025-05-15,Caducado
9c8f4a81-711c-4321-b6e2-38ee3f58e5e2,Tablet,MX01,50,2025-06-03,Dañado
fd4af1a2-5cf0-47a4-99ad-4b23bcc18682,Smartphone,US02,0,2025-05-30,Caducado
3f361160-edb5-49d1-a718-06d33c02c4be,Tablet,CN03,20,2025-05-25,Bueno
0d9004ac-102f-48a5-ac25-8a783daa621f,Monitor,US02,50,2025-03-27,Dañado
4377cf25-8c2d-41d0-915a-405dd93b4858,Tablet,US02,1000,2025-05-05,Bueno
21e93b6c-63ab-48cb-ad50-ee455d0e1a8e,Tablet,CN03,50,2025-06-06,Caducado
8379b7df-46fc-4a5e-94dd-45e3c6a8389f,Monitor,MX01,5,2025-04-04,Bueno
450670b6-cbec-4c85-a07a-6f4b1457a392,Monitor,US02,50,2025-05-19,Bueno
0065baf7-fa74-4983-aede-37a23bddf544,Laptop,US02,20,2025-05-15,Dañado
50a44bff-555e-45e4-b634-d0a223e8beac,Monitor,CN03,5,2025-03-27,Caducado
2950dd6e-02fd-4f24-b148-2c7474a4d982,Laptop,CN03,50,2025-04-21,Caducado
f08054c9-5abe-4c60-8b40-0a7dbc09162a,Impresora,MX01,0,2025-06-12,Caducado
d8d9a777-decb-435f-afd2-0a7687b047b4,Smartphone,MX01,20,2025-05-26,Bueno
e6445aef-ccb2-40b4-af4f-9cea1ed47556,Laptop,MX01,20,2025-03-31,Dañado
5007fffa-4af0-4c16-b0db-957d13ce3333,Monitor,CN03,0,2025-05-15,Dañado
fee9966a-3cb8-4ba1-b211-b27763c8cfdf,Impresora,US02,50,2025-05-04,Bueno
65ba3d85-191a-4b35-bdff-14174cd221a2,Impresora,MX01,20,2025-04-23,Bueno
592975ef-4fd6-4350-9d1c-4e98c945a20b,Laptop,MX01,0,2025-04-11,Bueno
06006b18-0191-4b7c-9da7-96da67574fa7,Impresora,US02,50,2025-04-08,Bueno
ab8aad59-8153-433d-b34b-0af42dad6c51,Laptop,CN03,0,2025-05-05,Bueno
cc5274a1-2bba-4ffe-a53f-5419de27b472,Tablet,US02,0,2025-05-21,Bueno
6717f0e1-aaa7-44b7-86ed-fab135592bc3,Smartphone,MX01,50,2025-06-20,Caducado
932b08a9-b33b-4b84-8784-a03c1760661c,Tablet,CN03,50,2025-04-24,Caducado
37b1845d-d2b0-4cc5-8708-73f1e0b91462,Impresora,CN03,1000,2025-04-20,Bueno
645a367d-4f57-4031-893c-7630ca106bda,Smartphone,MX01,20,2025-04-21,Caducado
ab03378a-5b37-420e-bec0-c77c5ccc7c18,Tablet,US02,20,2025-05-04,Caducado
7d32bd73-fda9-4751-891e-bbb0c8888c2b,Tablet,US02,0,2025-04-03,Dañado
d77be3d4-6d62-48f8-8ca7-02383745ef59,Tablet,CN03,5,2025-03-25,Caducado
f08271c3-3bc0-4f47-9420-1bbf1ac190f9,Impresora,US02,1000,2025-06-12,Dañado
4a43717f-4fb1-482e-8227-7624d228d6a1,Smartphone,US02,50,2025-05-04,Caducado
f6bc673c-c09b-4f98-8690-ffac44427f22,Impresora,US02,50,2025-06-12,Caducado
3722d7b0-ad0d-4c74-a257-071c0aed0a70,Laptop,MX01,50,2025-06-11,Caducado
1b939743-7a71-4f61-9d9f-f190cc2d86f5,Monitor,MX01,50,2025-04-16,Bueno
07989e18-4465-4f78-8353-f496b0771f54,Impresora,CN03,50,2025-06-10,Caducado
02659d76-b897-4afc-9e2f-4090e48d2b24,Monitor,CN03,50,2025-05-14,Bueno
3e72f9c4-0b2b-4c2c-8b35-1e8a5b9954e0,Monitor,CN03,20,2025-06-01,Dañado
dc981a53-3dfb-47a5-9f40-f7968097441a,Laptop,CN03,5,2025-06-11,Dañado
39ffc50b-6584-4dc1-ae6b-f435ecf9606e,Monitor,MX01,0,2025-03-30,Dañado
80148c1a-94e2-4581-8f15-4e4b6cad358f,Monitor,US02,5,2025-04-18,Bueno
5204f7b2-b14c-458c-a564-cca119048e73,Impresora,MX01,20,2025-05-06,Bueno
f128c574-95d9-434c-b3b8-f00347501feb,Laptop,CN03,5,2025-05-15,Bueno
9704c0c8-0f92-44ec-82b5-bf0ee92c2a49,Monitor,US02,1000,2025-04-30,Caducado
2c4adb56-516b-4c52-a457-a6c5f6172e50,Laptop,CN03,20,2025-05-29,Caducado
4b502178-2c89-43c8-96c9-102081eb9f9b,Impresora,US02,5,2025-05-02,Bueno
76ea306f-fd0c-4618-9472-5c81e3d71a96,Tablet,MX01,1000,2025-05-31,Bueno
c38be5b6-09cb-4331-abc0-a8429aa8750c,Laptop,CN03,20,2025-04-01,Dañado
54da527e-dfbb-4b90-b178-2f727b1af737,Impresora,CN03,5,2025-05-08,Bueno
b2ac0617-67a4-4899-b6fe-f8743b60f222,Impresora,MX01,1000,2025-04-25,Bueno
9860045c-3eb0-4819-8e25-9364a37e7473,Smartphone,CN03,20,2025-05-16,Dañado
7e68ab14-cbf8-4875-bdca-d421ad94b895,Impresora,US02,0,2025-04-29,Dañado
ba7370b8-aed2-45d3-96cd-e40d88c2b23a,Smartphone,MX01,50,2025-04-06,Bueno
a907c2aa-4b31-4f6b-bdca-970f23b2b0d3,Monitor,MX01,1000,2025-05-03,Dañado
f642ac32-e533-4cb3-9f1b-34fb8685731d,Monitor,US02,0,2025-05-26,Dañado
eb9f0b83-5186-4f78-a439-f617bf2cdb6d,Impresora,MX01,20,2025-04-12,Bueno
0e80fe5f-13c5-4e75-9a53-0573bf8cd955,Impresora,US02,5,2025-06-10,Dañado
aea269d2-20cb-41be-a375-0dba04314bb2,Impresora,US02,0,2025-04-22,Bueno
f64777ac-2410-494c-b9db-177b87e2617e,Laptop,MX01,1000,2025-04-16,Caducado
c4f4d9b4-66a7-4849-ae7a-f3cf73655643,Smartphone,US02,5,2025-06-22,Caducado
b6df2638-29f0-45fe-b4d4-803d59af0932,Laptop,CN03,1000,2025-04-24,Dañado
9a8ef64a-dcc4-40b1-93a2-d0295ed0daa6,Impresora,CN03,50,2025-03-28,Dañado
eb9d0502-3f64-4750-9d36-ee83f09770a0,Tablet,US02,50,2025-06-08,Caducado
a25338be-fb1d-426a-9e40-217f1bf86a25,Tablet,MX01,50,2025-03-24,Bueno
8d8bb504-c4e3-43b2-95b4-e0fbb2126a07,Laptop,CN03,5,2025-05-21,Dañado
065cb084-b111-4f7e-9db1-5fd50cab6644,Tablet,US02,5,2025-06-05,Caducado
9010ddd7-8a51-4ff4-836b-50e74516ebaa,Impresora,US02,20,2025-06-03,Bueno
c504083e-83a3-4126-80b4-836e18218e06,Impresora,MX01,0,2025-05-04,Caducado
14bd8db3-5dcf-48d7-839c-98f2beb0263e,Tablet,US02,5,2025-06-15,Dañado
0b818eef-6bea-4dc2-8530-b951662bcf3f,Laptop,CN03,0,2025-05-07,Dañado
06d54e2f-9fbb-4b4e-979e-5cef27bb1e2f,Laptop,US02,20,2025-05-05,Dañado
715030c1-0284-4952-9031-dd3e9662654f,Tablet,MX01,5,2025-06-16,Caducado
009747f9-70c6-452d-abff-c645ae2ed67f,Monitor,MX01,5,2025-04-04,Dañado
0efcdb28-6c1a-4b73-8f51-d743f6a4a43d,Tablet,CN03,0,2025-05-08,Caducado
658e24b1-d11a-4a0d-a01f-efe01e90c08c,Smartphone,MX01,0,2025-06-01,Bueno
51f3397a-8042-4aa8-ae8a-7d3ce898933c,Monitor,US02,20,2025-03-24,Bueno
cd4d720d-1d22-42a8-8745-52a71ea7ee5d,Tablet,MX01,20,2025-05-09,Caducado
deb8e9aa-de5a-4b8f-b714-b799323b69bb,Laptop,CN03,1000,2025-04-23,Dañado
d2e82e17-0e5a-42c8-aca3-2934a02d8b1b,Monitor,MX01,5,2025-04-10,Caducado
c41117bd-982a-4698-bb7c-39aebe047c56,Monitor,US02,20,2025-04-26,Caducado
f2a9329e-1ff3-4e7b-b017-459b9af1426d,Tablet,CN03,50,2025-06-01,Dañado
0b0f3fee-2c4b-4183-8ac3-a35390257700,Tablet,US02,0,2025-04-12,Bueno
352bc4d9-2df9-4f27-adcf-acfccd925525,Monitor,US02,5,2025-05-15,Dañado
cec5815b-fece-4bba-b981-84a0e017ea2d,Impresora,MX01,1000,2025-04-28,Bueno
35a8e25f-e1d5-4317-8570-72c4f4cfeb08,Monitor,US02,5,2025-06-01,Bueno
7a2ac6c7-7f16-4e35-afd5-41891625ffa0,Smartphone,CN03,1000,2025-04-26,Caducado
40aef47a-7148-4a25-94d7-10a28fe412aa,Laptop,US02,5,2025-03-26,Bueno
78eb1fe6-adec-4ba0-9839-cafe9fee0d3b,Impresora,US02,0,2025-05-27,Bueno
88408c8b-a75b-4376-b1ac-2662216cfc13,Laptop,US02,20,2025-04-06,Dañado
43373359-75d7-4f1a-a42d-829334741c4d,Smartphone,US02,1000,2025-04-19,Bueno
d58d1bac-6f0d-4da5-af14-5696fcea780c,Impresora,CN03,1000,2025-06-08,Dañado
a20a9001-2834-4be5-84ec-bfae3a314efd,Laptop,CN03,5,2025-05-01,Bueno
c22e5366-1ead-4839-81c3-8545c5d37934,Impresora,US02,1000,2025-05-23,Caducado
17f0b30e-1152-45bc-84a8-1682fb46c721,Tablet,MX01,50,2025-05-26,Dañado
edc61870-2812-426e-8764-cd97d450c4a1,Tablet,MX01,1000,2025-06-21,Dañado
89ebfcb0-b1c9-4d0a-87c3-8ac1190b404d,Impresora,MX01,1000,2025-04-11,Dañado
6d92cf37-f571-406b-b306-7d2cb1046412,Smartphone,MX01,50,2025-04-14,Bueno
41a8d576-411e-4c47-aa4f-44e9b1c8715a,Tablet,MX01,50,2025-05-27,Bueno
1eb55808-a31e-4794-a201-ec051ae73ed0,Tablet,US02,1000,2025-06-09,Caducado
28b36bd0-3a33-473a-a414-1242b62333e2,Laptop,US02,0,2025-04-11,Caducado
491b8070-b33c-4cde-a31b-3bd0a7b053ea,Smartphone,US02,0,2025-04-11,Caducado
705bdece-0209-4a23-9232-36cb450469e1,Laptop,US02,1000,2025-04-09,Bueno
d4b70324-d7be-438b-b7b6-8c76ffe37376,Monitor,MX01,50,2025-05-09,Dañado
38fe356e-72ac-4e8c-adae-6d96652c122f,Impresora,CN03,0,2025-05-04,Caducado
cddba177-c158-4656-a67d-41acca257cc2,Monitor,US02,0,2025-04-19,Bueno
751d2b64-a6fe-47be-b79a-c4ddbdd61c62,Impresora,CN03,20,2025-04-05,Bueno
9b5418c9-85f0-4aa0-8e90-47610347e4fa,Smartphone,US02,1000,2025-04-02,Bueno
5c197c68-a516-4d7b-8902-f59b3595c282,Impresora,CN03,50,2025-03-26,Bueno
aa140040-3790-46f4-bf4f-cc7a0a4e6f06,Impresora,MX01,1000,2025-04-12,Caducado
026ddf53-4e09-409c-b7ed-d2a13cfcda47,Impresora,MX01,20,2025-05-06,Bueno
fe9263f1-f351-40f5-8521-f7b737196435,Monitor,CN03,20,2025-05-16,Bueno
9d0fb0fa-3af6-4f9e-9f66-12d18cb06a6a,Smartphone,MX01,5,2025-05-06,Caducado
2241a92c-630a-41fd-83e4-9386f3d52362,Tablet,CN03,20,2025-04-24,Caducado
bf979031-b49a-498e-ac9e-90af28cba6c3,Monitor,US02,5,2025-04-28,Bueno
78a9124a-6f3a-44c9-8f69-93b0182f7e00,Smartphone,MX01,0,2025-04-01,Bueno
8f937d14-9e84-43ce-837c-326cd37e5080,Smartphone,MX01,5,2025-04-24,Dañado
732628aa-4ed2-411f-91b2-1c63641e03fa,Laptop,CN03,20,2025-05-04,Dañado
23207925-7e15-44a8-acb5-50adbc88a31f,Monitor,MX01,1000,2025-06-09,Bueno
f915c18f-79d7-4598-b8a0-bbb00dffda4d,Smartphone,MX01,20,2025-05-24,Dañado
0380bd63-100b-40ab-9589-a7f2bc01a400,Impresora,CN03,20,2025-06-06,Bueno
1f09aa2b-7326-423b-a952-4cd0572c897d,Monitor,US02,0,2025-04-23,Bueno
709641c5-d69a-4a7f-9487-a2c32aa8f8cb,Laptop,MX01,20,2025-03-27,Dañado
f96f1286-1e17-4e13-9219-54e3e851facf,Monitor,CN03,5,2025-05-01,Bueno
1228b894-f477-4db3-bdb3-0d5840d635e0,Monitor,CN03,20,2025-04-05,Dañado
33dd4bf6-0f64-46ec-88c6-044e7d51972b,Monitor,US02,20,2025-04-21,Caducado
86c74669-d72d-44e0-b46d-376c645c8454,Smartphone,US02,50,2025-05-13,Dañado
7a977663-a80e-4b8b-9512-115d65b9cf88,Smartphone,US02,0,2025-04-22,Caducado
e810c9e1-bd7c-41b8-a442-99dd4d5fdc88,Tablet,US02,1000,2025-04-06,Caducado
50f27598-71d5-4329-b32f-dbd67f007cc9,Tablet,MX01,1000,2025-03-27,Caducado
a4632a7c-eb8a-4c72-88da-af65962297d8,Impresora,CN03,1000,2025-06-05,Caducado
31fb7018-5297-487a-a301-9c7913081e7f,Monitor,CN03,50,2025-03-29,Bueno
e571c519-9ab0-460d-87c1-230d1a8a5421,Tablet,US02,50,2025-05-01,Dañado
b2060b70-3e4c-42ad-b19c-e38d9530ea3a,Tablet,CN03,20,2025-05-31,Dañado
33bb3b71-6733-44b7-8b69-f6829f6f44d0,Smartphone,US02,1000,2025-03-26,Bueno
5c816f6b-8b97-4991-874b-da7deb2cc16d,Monitor,US02,5,2025-04-05,Bueno
0a9616da-1ada-4cbf-8248-a9993c1ea814,Laptop,CN03,50,2025-04-03,Bueno
02072bcd-fcf8-40fa-b92c-0fa9c1620a36,Smartphone,MX01,20,2025-04-15,Bueno
80c63cb0-3e7a-4003-a541-673bb5124740,Monitor,MX01,20,2025-04-22,Caducado
0120493c-b2a5-4161-b8ec-f0c04596b7f0,Tablet,CN03,0,2025-05-15,Caducado
6c630ec6-714b-4d1d-b290-cf6634b2317e,Monitor,US02,0,2025-05-20,Dañado
aaab5d14-4e2c-49d5-95f8-6902f9de4a69,Laptop,MX01,0,2025-04-03,Bueno
9a44e968-b003-4146-9b3e-98e22b17d545,Smartphone,US02,50,2025-05-16,Dañado
103de1e9-9b1e-4b55-8d13-9974ce8c4ae7,Tablet,MX01,50,2025-05-12,Bueno
2f494a24-03e7-4076-9c02-345cd833dff5,Laptop,CN03,50,2025-04-26,Caducado
f42eb63d-e92e-410e-b0be-6eb1bee35b7e,Laptop,CN03,5,2025-04-22,Caducado
8fff60fd-8af9-4ab0-ac00-d3ce29fb3026,Laptop,MX01,5,2025-05-12,Caducado
cc2a10f1-b4ec-4c72-9451-171a09b092d0,Laptop,CN03,20,2025-05-13,Caducado
6fb09385-5eff-467a-9794-ada446d10857,Smartphone,CN03,20,2025-06-03,Caducado
edcbe26c-90c5-4425-970d-f3987f58547b,Monitor,CN03,1000,2025-03-25,Bueno
dbe85691-5a15-4659-a05c-6c9dcb883d26,Laptop,US02,20,2025-06-05,Bueno
d86385b7-5353-4b08-8668-d7f2f42111a7,Laptop,US02,0,2025-06-23,Bueno
677ca01e-8867-4214-be7e-665398e3f7ca,Tablet,CN03,0,2025-05-31,Dañado
16b67dd9-1d4b-4b7c-bbf0-49331f34232c,Tablet,MX01,20,2025-04-20,Bueno
ac7726d3-ac76-4e26-bd8e-ae0758f38eb3,Monitor,CN03,50,2025-06-09,Dañado
55a4e6a6-5a35-42cb-9509-e580813f2762,Monitor,US02,1000,2025-05-04,Caducado
d40d0664-f03b-4824-bd95-c84993f93c5e,Laptop,CN03,20,2025-04-11,Dañado
b1d21b27-08fc-4d23-9e9c-81738893a5f8,Tablet,US02,20,2025-03-30,Bueno
3cb46fa6-80f3-4fbf-8181-299669dd6b10,Monitor,MX01,1000,2025-06-20,Caducado
3e8835e5-9dda-44c2-a6ad-3310e3243d55,Smartphone,US02,0,2025-04-25,Caducado
68415080-49a4-42a9-99b9-970125f71aee,Monitor,US02,50,2025-04-04,Dañado
b7851346-10db-40a6-95c8-de9bb876a77b,Laptop,CN03,20,2025-05-23,Bueno
8d7717ff-ed4f-4f36-a948-bcd7c5ac2dd6,Monitor,US02,5,2025-03-31,Bueno
864ae850-86fa-44ab-9162-16995883a485,Impresora,US02,5,2025-04-28,Caducado
dcec0bca-4afa-4bfc-b469-bf99c6c60598,Impresora,US02,50,2025-06-23,Caducado
131efca7-2077-4a44-9778-a8db4543101f,Impresora,CN03,50,2025-05-29,Caducado
0cb2d3da-44a0-4e9d-9bbb-0c6491bdd598,Smartphone,US02,5,2025-06-06,Caducado
7791d5f0-d5d9-4c08-8b5b-0de18d625820,Smartphone,CN03,0,2025-05-09,Caducado
2e58f834-9f39-4c15-9774-a11079422cbd,Tablet,US02,0,2025-04-30,Bueno
fefd2b8c-eb1b-4fcb-8316-321b7d2fd956,Laptop,US02,5,2025-04-07,Bueno
7fdeafb2-0881-44b0-b0b0-13cdc711bec4,Monitor,US02,20,2025-05-02,Caducado
a2869b47-e71b-4198-be4d-87574f1b84a9,Tablet,MX01,20,2025-04-16,Caducado
15f8b760-08e7-4cc4-97a7-13d3cd439cfe,Monitor,CN03,20,2025-04-15,Caducado
c42c818f-b48c-42ed-8b97-8c45c25729de,Impresora,MX01,1000,2025-04-11,Dañado
384e778f-80c3-4ddb-ac71-16afb4d67ff6,Impresora,MX01,0,2025-05-15,Caducado
e4ab1b0c-141a-4f50-aedd-3294847a1805,Tablet,US02,5,2025-04-14,Dañado
2bb36dba-1360-4c10-9aa4-94698dca4851,Smartphone,MX01,1000,2025-06-14,Caducado
a336c46b-aa05-4d41-a9b9-339b2ac44bcd,Smartphone,US02,20,2025-03-27,Bueno
e61e2f7a-6dd9-4315-a7c9-94d621af82dd,Monitor,MX01,50,2025-04-03,Caducado
0c14eb6e-c4ef-4ebe-aa1a-2b29d04cf1b8,Impresora,MX01,0,2025-03-29,Dañado
89771776-8798-4e29-9d36-cbe9c55cd347,Smartphone,MX01,20,2025-04-13,Dañado
e5c8d449-957f-467f-9dda-5b0a6cd4bb72,Impresora,CN03,20,2025-04-14,Dañado
a7e67d66-67d3-4ac6-8103-79ef0e44d482,Laptop,US02,20,2025-04-01,Dañado
86182c9c-6109-4c6b-9f2e-b49a192ee0a4,Smartphone,US02,50,2025-04-18,Bueno
029d44c5-f05e-4140-83e2-427cedadac4b,Monitor,CN03,0,2025-06-11,Caducado
a29816b9-49a8-4346-958a-6f3a51bf0ad0,Smartphone,US02,1000,2025-05-30,Dañado
c3c308b8-8c4b-4257-ad75-62e6af37e621,Laptop,US02,20,2025-05-12,Dañado
cbff837b-ad74-4e8a-8faa-28cda81c2f8b,Tablet,MX01,5,2025-04-22,Caducado
7c4a4d98-9535-4809-9ea5-bf6816a8cedd,Monitor,CN03,0,2025-05-10,Dañado
8dbe8541-4a6c-4e3e-a12b-4103f7866ea4,Monitor,MX01,50,2025-06-12,Caducado
daeb25cc-e10a-4273-bdb8-b03e21823621,Impresora,CN03,50,2025-05-13,Caducado
c0d573bb-7724-4cc2-a5fe-c325b8cfd82b,Impresora,MX01,20,2025-04-29,Caducado
354d32ff-47e7-445b-8151-32a45855a81a,Tablet,MX01,5,2025-04-30,Caducado
6739832f-f763-4d75-8a1a-0ccc2618fda2,Monitor,MX01,5,2025-05-06,Bueno
2b0e1486-8aab-4a60-b360-c2c4e4656fae,Smartphone,US02,50,2025-04-24,Bueno
6ca8fa3d-c520-40e5-b4b7-1336ef7016ac,Laptop,MX01,1000,2025-05-27,Dañado
59675456-5c24-430a-9480-762148f319d1,Monitor,CN03,5,2025-05-25,Dañado
330f1c35-8cc4-4318-aa27-442b614d2af6,Laptop,MX01,1000,2025-04-03,Bueno
ca8a944c-e50d-4329-98de-0981f047bb6b,Tablet,MX01,0,2025-04-13,Bueno
e9a1605d-eaab-4fdd-a0e9-1b3706a60611,Tablet,US02,5,2025-04-10,Dañado
3ddbf1b3-d9a5-4a91-b34c-022be5d93427,Impresora,US02,1000,2025-04-09,Dañado
6dfe6fef-d237-4479-962e-908ab348e334,Impresora,US02,50,2025-06-15,Caducado
e773341f-4473-4cca-a9c3-632faad608e7,Impresora,US02,0,2025-06-07,Caducado
53adc6c8-23a9-4c92-bd4e-8d2aceddc95f,Laptop,MX01,20,2025-04-15,Bueno
f969884d-7381-403d-997d-645b97852974,Laptop,MX01,5,2025-05-17,Caducado
b119c8b0-244a-490a-96fc-8bf0803f3820,Tablet,US02,20,2025-04-20,Dañado
097b68f0-28d1-4018-97bf-715fada370bd,Tablet,CN03,1000,2025-06-07,Dañado
610dfcf7-5475-4615-8614-09fe2c93ce6d,Impresora,US02,50,2025-03-31,Bueno
93088140-6a8f-45e1-a1b8-81c3eb2807f6,Tablet,CN03,50,2025-05-17,Dañado
51cf5139-6460-43e7-bcfa-e813563c9330,Laptop,US02,1000,2025-05-29,Caducado
7483676b-7dfd-4777-b73b-86f4360eadb3,Smartphone,CN03,5,2025-04-16,Dañado
246ea8c2-9fc7-40a0-8909-86d401abd609,Tablet,US02,20,2025-06-16,Dañado
91109fb1-09fd-4b05-98d6-9c0bb0003bee,Monitor,MX01,5,2025-04-21,Caducado
a4326a33-1252-4536-8a04-a65173f4cae6,Laptop,MX01,5,2025-03-26,Caducado
58a03ceb-6aa1-4388-9503-113f33fbfb60,Tablet,MX01,50,2025-06-08,Caducado
40fde847-74c4-42f1-9361-04bf316557fd,Smartphone,CN03,5,2025-05-15,Bueno
94c37e0e-211a-4574-a4a1-5a09643994a1,Smartphone,US02,50,2025-05-29,Dañado
518cfc94-2219-405c-bf4e-5a66ba0eb3d1,Monitor,US02,20,2025-06-19,Caducado
98528d8b-2b92-48dc-92a6-cf4aee327884,Smartphone,MX01,5,2025-06-16,Dañado
58818cdc-9d40-493b-8cff-2a728c3058d6,Impresora,US02,5,2025-05-25,Bueno
6f774ade-42fd-43c1-b7c4-d7792910d562,Impresora,US02,50,2025-03-27,Dañado
de84cd8d-76ff-4e24-82c2-1c0113bb5d6e,Impresora,MX01,0,2025-04-12,Caducado
53b128f5-ec03-4af7-b12f-29e011ab86a9,Smartphone,US02,0,2025-04-01,Bueno
