id_envio,origen,destino,modo_transporte,fecha_salida,fecha_llegada,temperatura_promedio,gps,costo_flete
6541b70c-6669-4358-8797-6dafa271c977,Hamburgo,CDMX,Marítimo,2024-12-25,2025-05-24,10.0,"('19.32932', '-98.1664')",500
fa7b7369-d8cc-4299-9d51-f82538b60f13,CDMX,Monterrey,Terrestre,2025-02-17,2025-04-06,5.0,"('17.06542', '-96.72365')",500
4ead90f3-0964-4487-8298-0d030c568513,Shenzhen,Los Angeles,Marítimo,2025-03-17,2025-05-19,20.0,"('17.06542', '-96.72365')",250
0d81643f-d584-41f1-9deb-230a1181942b,CDMX,Shenzhen,Aéreo,2025-05-21,2025-06-15,20.0,"('16.75973', '-93.11308')",500
2627f597-9dc2-42c2-a31d-c2abc7706d15,Monterrey,Hamburgo,Aéreo,2025-02-15,2025-04-05,10.0,"('20.28527', '-103.42897')",100
2dc2778f-aa97-4c44-8993-f943defd732e,Monterrey,CDMX,Terrestre,2025-02-14,2025-06-21,5.0,"('19.32889', '-99.32556')",100
c97a28c2-d37c-4598-ba01-a054ccf06f6b,Los Angeles,Monterrey,Aéreo,2025-03-12,2025-05-20,10.0,"('19.8173', '-97.35992')",250
0ce3638c-8111-40f7-9f0a-4855ba6e169d,Monterrey,CDMX,Aéreo,2025-01-30,2025-03-01,5.0,"('16.75973', '-93.11308')",250
a385b6ac-16b3-43f1-a956-2a4aa6c0ad38,Los Angeles,CDMX,Terrestre,2025-05-04,2025-06-23,20.0,"('20.21322', '-100.88023')",500
3bf9b32b-6e48-4a7f-b7bf-09f60f0e7a40,Monterrey,Shenzhen,Terrestre,2025-01-02,2025-04-23,20.0,"('19.32889', '-99.32556')",250
c542b9fb-7477-48c2-8353-28dc7509a0ef,Monterrey,Los Angeles,Aéreo,2025-05-15,2025-06-10,5.0,"('21.01858', '-101.2591')",500
0169c01a-67ec-4e05-86e5-3b674dc4f0a3,Los Angeles,CDMX,Terrestre,2025-04-30,2025-06-07,10.0,"('21.01858', '-101.2591')",500
56f6d405-8e00-4e1d-b82e-7c72fac3da67,Hamburgo,Monterrey,Marítimo,2025-01-26,2025-06-02,10.0,"('20.74122', '-100.44843')",250
8b89ed49-7613-4ef5-9687-752a4a8e18b9,Monterrey,Los Angeles,Aéreo,2025-03-16,2025-03-19,20.0,"('19.04222', '-98.11889')",250
2a822fda-5bea-46c4-8d85-c77566eff633,Hamburgo,CDMX,Marítimo,2025-03-30,2025-04-28,5.0,"('20.21322', '-100.88023')",500
a0079072-301c-45f8-bb11-56f425211ded,Hamburgo,CDMX,Terrestre,2025-05-15,2025-06-01,10.0,"('25.87972', '-97.50417')",250
3ba37f75-99e8-44c2-9138-ee1cde512d24,Monterrey,Los Angeles,Marítimo,2025-05-19,2025-06-21,5.0,"('19.8173', '-97.35992')",250
db27cf01-1874-493d-9483-36515766ad7b,Shenzhen,Hamburgo,Terrestre,2025-03-11,2025-04-03,10.0,"('22.49396', '-105.36369')",100
263a211d-6980-4f11-8693-0789d82d2576,Monterrey,Shenzhen,Terrestre,2025-02-06,2025-06-15,20.0,"('21.28306', '-89.66123')",250
168755c9-f472-4674-8e38-334023c1aee1,Shenzhen,Monterrey,Aéreo,2025-04-03,2025-06-18,5.0,"('21.28306', '-89.66123')",100
815330ed-78ee-447e-87ab-9315185c57e4,Monterrey,CDMX,Terrestre,2025-04-05,2025-04-06,20.0,"('20.21322', '-100.88023')",500
b9d89113-411f-424f-843f-f8e903fad7cb,CDMX,Los Angeles,Aéreo,2025-02-21,2025-04-25,10.0,"('20.21322', '-100.88023')",100
e5cc3d14-19f7-47ba-ad6a-c4988ec17056,Monterrey,Hamburgo,Terrestre,2025-01-29,2025-03-13,5.0,"('20.74122', '-100.44843')",250
7163a87f-ed27-4741-90ec-7bc1e902db7e,Hamburgo,CDMX,Aéreo,2025-01-03,2025-01-15,10.0,"('21.28306', '-89.66123')",100
9cc7bc2f-8beb-44ed-883c-e8f3a32791d2,Hamburgo,Los Angeles,Aéreo,2025-03-24,2025-05-06,5.0,"('16.75973', '-93.11308')",250
4ae23e68-5a43-4206-8102-8490dd85c577,Los Angeles,Shenzhen,Terrestre,2025-03-09,2025-04-14,5.0,"('21.01858', '-101.2591')",500
c62603fc-7447-4e8c-9cda-fd4804c59697,Shenzhen,CDMX,Aéreo,2025-05-20,2025-05-25,10.0,"('19.8173', '-97.35992')",100
61aadefa-113d-40f2-9802-68fad333bfde,Los Angeles,Monterrey,Aéreo,2024-12-30,2025-01-16,10.0,"('19.8173', '-97.35992')",250
d290a3be-726b-4d04-97b2-66142e90719c,Shenzhen,Monterrey,Aéreo,2025-01-04,2025-03-25,10.0,"('19.8173', '-97.35992')",100
c647038f-5250-4594-a2be-ca2fe0bc47ff,Shenzhen,Los Angeles,Marítimo,2025-04-10,2025-06-06,20.0,"('21.28306', '-89.66123')",500
ffcf6c9b-5cf9-4bf2-8f87-faf1ddc5260c,Hamburgo,Shenzhen,Terrestre,2025-05-07,2025-05-21,10.0,"('19.04222', '-98.11889')",100
a5261319-ffc8-4706-a396-7fc5920c9cb0,Los Angeles,Shenzhen,Marítimo,2025-05-02,2025-05-31,20.0,"('19.32932', '-98.1664')",250
edd4cd11-8923-447d-9c36-5760638400ef,Los Angeles,Hamburgo,Aéreo,2025-02-06,2025-03-19,5.0,"('19.04222', '-98.11889')",250
e2082b7a-667e-4ffd-85ad-0b5a40a50c9f,Hamburgo,CDMX,Terrestre,2025-02-02,2025-06-19,20.0,"('25.87972', '-97.50417')",500
6196f05d-9b56-4568-9c80-8629b9746ccf,Shenzhen,Los Angeles,Aéreo,2025-05-17,2025-06-06,20.0,"('21.28306', '-89.66123')",100
1551b079-6ae1-4e94-8d60-8ee774aa3165,Monterrey,Shenzhen,Marítimo,2025-03-30,2025-04-13,10.0,"('19.32889', '-99.32556')",100
12889e00-e071-42ab-998d-2e929980fcd2,Monterrey,Hamburgo,Terrestre,2025-01-27,2025-02-02,10.0,"('19.8173', '-97.35992')",100
782732b9-97dd-4e54-984b-33d354070670,Hamburgo,Monterrey,Marítimo,2025-01-27,2025-03-09,5.0,"('22.49396', '-105.36369')",500
33918be5-9ff8-4fdf-9445-5947e4eacc7d,Los Angeles,Monterrey,Terrestre,2025-02-14,2025-05-30,10.0,"('17.06542', '-96.72365')",100
b89f835e-6dd0-407f-bac4-a85236a0bb16,CDMX,Los Angeles,Marítimo,2025-05-06,2025-05-29,5.0,"('20.28527', '-103.42897')",100
6f4d133e-03dc-4c44-92a3-8c3f2ada4a2c,Los Angeles,Monterrey,Aéreo,2025-03-23,2025-05-23,5.0,"('20.22816', '-103.5687')",100
b2923e33-4ae3-418b-8409-82cf011f4897,Hamburgo,Los Angeles,Aéreo,2025-02-02,2025-04-16,10.0,"('22.49396', '-105.36369')",100
5a0c678b-90c6-40f8-8913-06df45f8cc4f,Los Angeles,Shenzhen,Marítimo,2025-02-23,2025-03-10,20.0,"('19.32889', '-99.32556')",250
4212f6b0-3497-4b3e-90d0-989d5bdcb828,Monterrey,Hamburgo,Terrestre,2025-03-23,2025-06-16,20.0,"('21.01858', '-101.2591')",100
41e6ea98-077c-411f-bff8-b3d1a43ee337,Hamburgo,Shenzhen,Marítimo,2025-02-13,2025-02-23,5.0,"('21.01858', '-101.2591')",100
c208677c-f68f-41fe-a745-06bd3f30e4d9,Shenzhen,Monterrey,Aéreo,2025-04-26,2025-05-05,10.0,"('16.75973', '-93.11308')",100
6dafdc94-e762-4e22-8e06-5ea2d986fd22,Shenzhen,Los Angeles,Marítimo,2025-05-06,2025-05-15,10.0,"('21.28306', '-89.66123')",250
84ec2137-cee2-4606-a648-325758585f29,Hamburgo,Los Angeles,Terrestre,2025-01-07,2025-01-30,10.0,"('17.94979', '-94.91386')",100
dbda0224-3e80-4bc7-9c1c-04280ab59997,Hamburgo,CDMX,Aéreo,2025-03-11,2025-04-23,10.0,"('17.94979', '-94.91386')",250
b69444a1-3f2f-48c6-979f-d76ef06d0b56,Los Angeles,CDMX,Marítimo,2025-01-23,2025-05-28,20.0,"('20.28527', '-103.42897')",500
c5c9c829-5e84-4991-acf0-c1509073a3b1,Monterrey,Los Angeles,Aéreo,2025-05-17,2025-06-16,20.0,"('25.87972', '-97.50417')",100
83573c83-c91a-4f7d-8c57-b176fcea9298,Los Angeles,CDMX,Terrestre,2024-12-24,2025-06-05,20.0,"('22.49396', '-105.36369')",100
af1aa9cd-955b-4e2c-93ef-3f40fd6d41ce,CDMX,Shenzhen,Aéreo,2025-02-13,2025-04-10,5.0,"('20.28527', '-103.42897')",100
ba784e20-43c8-4217-994f-114b9d383d0a,Shenzhen,Los Angeles,Aéreo,2025-02-18,2025-05-05,20.0,"('20.22816', '-103.5687')",500
345e500c-a01f-4744-8520-a0f0ed788e77,CDMX,Hamburgo,Terrestre,2025-02-27,2025-04-01,20.0,"('20.21322', '-100.88023')",500
893a827e-c19c-4dcf-a321-79e3358495dc,Hamburgo,CDMX,Terrestre,2025-04-07,2025-05-21,10.0,"('20.22816', '-103.5687')",500
0f74806c-74d7-47f4-99be-1baf64a8de21,Los Angeles,Shenzhen,Aéreo,2025-01-06,2025-01-29,20.0,"('19.32889', '-99.32556')",250
1979c2ca-883c-4938-bd44-0674f740fc7c,Los Angeles,CDMX,Terrestre,2025-03-03,2025-06-02,10.0,"('19.64745', '-102.04897')",250
fd932d7f-da80-40b2-bf36-2a0fe2b307a0,Los Angeles,CDMX,Marítimo,2025-02-19,2025-03-13,5.0,"('20.21322', '-100.88023')",500
90050e93-02da-432d-9473-a8d164c3ea7b,CDMX,Shenzhen,Aéreo,2025-02-27,2025-03-03,10.0,"('19.32932', '-98.1664')",100
3eb8bddb-f8aa-4b3b-9ccd-2293deee8811,Hamburgo,Monterrey,Marítimo,2024-12-28,2025-05-21,5.0,"('16.75973', '-93.11308')",100
eb28da32-862c-4589-ab63-e59254b2f4c4,Hamburgo,Monterrey,Marítimo,2025-03-15,2025-05-27,20.0,"('21.01858', '-101.2591')",500
105f344b-4327-4454-8e8a-bb64af0164fd,CDMX,Monterrey,Marítimo,2025-04-21,2025-05-14,20.0,"('17.06542', '-96.72365')",500
7557bdd8-6876-4eab-9e7b-5fea6389a9c1,Monterrey,Los Angeles,Marítimo,2025-02-06,2025-05-30,20.0,"('20.74122', '-100.44843')",250
c99632ec-0f52-43aa-9886-b60d25809522,CDMX,Shenzhen,Terrestre,2025-01-09,2025-03-07,20.0,"('21.28306', '-89.66123')",500
2e2d99a9-5bce-43e3-96ff-d3ef6cb12c62,Los Angeles,Monterrey,Terrestre,2025-03-31,2025-05-28,20.0,"('19.32932', '-98.1664')",100
6c7fe02b-5fdc-4d2f-8a23-b20cde9b4c5e,Los Angeles,CDMX,Marítimo,2025-02-19,2025-03-17,10.0,"('17.06542', '-96.72365')",100
76159571-dbe9-4c1d-9de1-bf2cb9a78c9a,Hamburgo,Monterrey,Terrestre,2025-02-12,2025-03-14,10.0,"('17.94979', '-94.91386')",100
f0fe8a25-61b6-40a9-a806-5875821340a0,Hamburgo,CDMX,Marítimo,2025-04-04,2025-06-01,20.0,"('16.75973', '-93.11308')",250
367a5f67-e593-47e2-a74c-43fb75d6fd1f,Shenzhen,Hamburgo,Terrestre,2025-04-21,2025-06-13,5.0,"('25.87972', '-97.50417')",100
74e4c23d-08e1-49c2-a61d-60bf5f299342,Hamburgo,Los Angeles,Marítimo,2025-01-31,2025-05-25,10.0,"('20.28527', '-103.42897')",100
554cb786-7179-4694-a12f-8b360bb3c85d,Monterrey,CDMX,Marítimo,2025-03-26,2025-06-20,10.0,"('16.75973', '-93.11308')",500
9ed8d107-c5ff-41bd-9d55-a3c4d266b617,Hamburgo,CDMX,Terrestre,2025-02-08,2025-04-01,10.0,"('21.01858', '-101.2591')",250
2baceac2-7916-47d8-8a47-e7f416d30d33,Hamburgo,Shenzhen,Marítimo,2025-05-02,2025-06-16,5.0,"('25.87972', '-97.50417')",500
fbfec2b3-a4ff-4da4-91ff-13f68a1dc4d5,Monterrey,Shenzhen,Terrestre,2025-04-26,2025-04-27,20.0,"('20.28527', '-103.42897')",250
c6b3f006-4e4b-4e11-8348-41aa5154fece,Hamburgo,CDMX,Terrestre,2025-02-12,2025-06-08,5.0,"('19.32932', '-98.1664')",500
f2d76e47-6301-4850-ab4d-7e26d1722210,Los Angeles,Shenzhen,Aéreo,2025-02-08,2025-05-22,10.0,"('19.32932', '-98.1664')",500
69eb374e-0139-4efa-abf4-7c4ccdf5df92,Shenzhen,Los Angeles,Terrestre,2025-01-20,2025-02-10,10.0,"('22.49396', '-105.36369')",100
0d6d1eff-d786-4e29-86ab-ef82e5d00995,Hamburgo,Monterrey,Terrestre,2025-03-14,2025-04-14,5.0,"('19.04222', '-98.11889')",500
d4724e93-5e5e-4588-9321-4b8a89ae6c0b,Los Angeles,CDMX,Terrestre,2025-05-04,2025-05-13,20.0,"('19.32932', '-98.1664')",100
096f7e95-31a6-4b65-bba3-865c6aed31b5,Shenzhen,Los Angeles,Marítimo,2025-01-30,2025-06-08,10.0,"('22.49396', '-105.36369')",250
8b892237-2379-4985-b7a8-7656a732bc6a,Los Angeles,Hamburgo,Terrestre,2025-05-23,2025-06-14,20.0,"('19.32889', '-99.32556')",100
bbd6b669-d55b-41af-8e4d-ceb702b91f37,Shenzhen,Hamburgo,Aéreo,2025-04-14,2025-05-10,10.0,"('20.74122', '-100.44843')",250
df1dafa3-b19c-432f-b6eb-146f506b7765,Monterrey,Los Angeles,Aéreo,2025-03-02,2025-04-29,5.0,"('20.21322', '-100.88023')",250
358820d4-d899-4e29-a786-d6f96b6b3ecd,Monterrey,Los Angeles,Aéreo,2025-03-02,2025-06-16,5.0,"('22.49396', '-105.36369')",250
6dfbaa3c-bee4-4d64-b11e-b8a0d729bd6a,Monterrey,Los Angeles,Aéreo,2025-03-17,2025-04-09,10.0,"('22.49396', '-105.36369')",100
f0b538f0-7561-496c-8d18-8d6cbb5a37d4,Hamburgo,Los Angeles,Marítimo,2025-01-30,2025-06-01,20.0,"('17.06542', '-96.72365')",100
6440e2a1-4088-4f91-86f4-2094c1b2be59,CDMX,Hamburgo,Aéreo,2025-04-21,2025-06-16,10.0,"('21.28306', '-89.66123')",100
6bd4f07f-7cb7-4582-9438-0d4bf2938596,Hamburgo,Shenzhen,Aéreo,2025-02-21,2025-02-25,5.0,"('17.06542', '-96.72365')",100
abaad93e-c761-48b9-bb43-83e724682bf9,Shenzhen,Los Angeles,Terrestre,2025-02-18,2025-05-08,20.0,"('20.74122', '-100.44843')",500
9c6d773c-e0d2-4a69-a563-1be3d8a24875,Shenzhen,Monterrey,Marítimo,2025-01-12,2025-03-24,20.0,"('19.04222', '-98.11889')",500
f00b1722-6a49-4ba0-bbb1-5c0f78e3a2de,Los Angeles,CDMX,Marítimo,2025-03-30,2025-04-01,10.0,"('17.94979', '-94.91386')",250
5695bc53-eaab-4e74-a5a7-4ee45e17bf7c,Los Angeles,Shenzhen,Aéreo,2025-05-15,2025-06-05,5.0,"('22.49396', '-105.36369')",250
f4303218-53b2-41f5-9a1e-6ac13c15e437,Los Angeles,Hamburgo,Aéreo,2025-02-04,2025-06-11,10.0,"('19.32889', '-99.32556')",500
7b40063d-86bb-48ca-b774-fe79c159748b,Monterrey,CDMX,Marítimo,2025-05-10,2025-05-13,5.0,"('20.74122', '-100.44843')",500
7d352735-a6c8-4081-8b24-3c19f239f8d5,CDMX,Shenzhen,Marítimo,2025-03-17,2025-06-21,20.0,"('22.49396', '-105.36369')",500
9e23b61d-1781-42a1-bc4c-e8793403d773,Monterrey,Los Angeles,Terrestre,2025-01-01,2025-03-17,10.0,"('19.64745', '-102.04897')",500
db460a2c-ba50-4d05-a213-d710fd9047d3,Hamburgo,Monterrey,Marítimo,2025-02-07,2025-02-17,5.0,"('25.87972', '-97.50417')",250
d972348d-6e52-4800-a62b-39362ae6f14e,Shenzhen,Hamburgo,Marítimo,2024-12-23,2025-05-20,20.0,"('21.01858', '-101.2591')",100
46073eff-63bc-4239-8ab5-07327028b94f,Hamburgo,Los Angeles,Terrestre,2025-03-25,2025-05-01,5.0,"('20.21322', '-100.88023')",500
21de4cc4-1e6e-485f-be19-b6232d2fdcd2,Los Angeles,CDMX,Aéreo,2025-02-25,2025-05-16,20.0,"('20.74122', '-100.44843')",500
fc9c41b2-927e-4884-90f2-81d6da477567,Shenzhen,Monterrey,Aéreo,2025-04-14,2025-06-09,20.0,"('19.32932', '-98.1664')",500
a1de537b-2272-4a90-a689-c83bcaa376e5,CDMX,Monterrey,Aéreo,2025-03-23,2025-05-24,10.0,"('25.87972', '-97.50417')",100
3800be14-83f4-4ada-b2fe-3910fd03c6ec,Hamburgo,Los Angeles,Terrestre,2025-04-06,2025-04-15,5.0,"('17.94979', '-94.91386')",250
017ce409-57ee-49d8-8f11-3a966ee4854d,Monterrey,Shenzhen,Terrestre,2025-03-06,2025-04-23,5.0,"('16.75973', '-93.11308')",500
26b94f97-bf79-4104-9140-d8220eb0eddf,Monterrey,Hamburgo,Aéreo,2025-05-02,2025-05-04,5.0,"('19.64745', '-102.04897')",500
a5271c18-3162-4c3d-a14e-94d9497d9295,Shenzhen,CDMX,Marítimo,2024-12-31,2025-01-16,10.0,"('25.87972', '-97.50417')",500
ba772a4d-c7ac-4796-ac3e-5cd0d74a9b99,Shenzhen,CDMX,Terrestre,2025-03-12,2025-05-04,5.0,"('22.49396', '-105.36369')",250
59059f0b-570a-4489-aba4-a0f9cf952752,Hamburgo,Monterrey,Terrestre,2025-02-18,2025-03-03,20.0,"('19.8173', '-97.35992')",500
794f0596-c1f6-4bea-8493-cf6882d2d3ee,Shenzhen,Monterrey,Marítimo,2025-05-08,2025-06-18,20.0,"('16.75973', '-93.11308')",250
01013b5e-5090-4329-ada6-7013fccd5f4b,Shenzhen,Los Angeles,Marítimo,2025-01-01,2025-03-18,20.0,"('19.32889', '-99.32556')",250
0d4b1f50-b4e5-45b1-9aad-093559fe9a54,Monterrey,Shenzhen,Aéreo,2025-01-02,2025-06-10,5.0,"('20.21322', '-100.88023')",250
3a3ab50d-9f2d-4a02-91f4-4626f1f3cf7e,Hamburgo,CDMX,Terrestre,2024-12-31,2025-04-17,5.0,"('25.87972', '-97.50417')",100
17378993-f107-45fb-8020-781f3c312d2b,Shenzhen,Los Angeles,Terrestre,2025-03-13,2025-05-29,20.0,"('21.01858', '-101.2591')",250
e503347f-12a2-41a8-a3bd-d41d8e4538c4,Shenzhen,Los Angeles,Aéreo,2025-02-08,2025-05-23,10.0,"('20.74122', '-100.44843')",250
0d2cb074-3c38-4a92-94dd-87f7dfcb38af,Shenzhen,CDMX,Marítimo,2025-01-27,2025-01-30,10.0,"('17.06542', '-96.72365')",500
95fb9820-c703-4145-a178-9ac9e541e3bb,Shenzhen,Hamburgo,Aéreo,2025-01-18,2025-02-26,20.0,"('20.74122', '-100.44843')",250
0627abc2-4ef3-489d-98bb-8eaf75e4c9bd,CDMX,Shenzhen,Terrestre,2025-03-30,2025-05-13,20.0,"('17.94979', '-94.91386')",500
37e75e58-ce53-410c-b126-d197fd7027db,Hamburgo,Shenzhen,Marítimo,2025-03-08,2025-03-17,20.0,"('19.04222', '-98.11889')",500
cc9dd132-aac4-4b07-acf5-7ef8b0909cce,Monterrey,CDMX,Terrestre,2025-02-05,2025-05-27,20.0,"('20.74122', '-100.44843')",100
e72a6582-336f-49cd-9098-577e1db3d7ec,CDMX,Los Angeles,Terrestre,2025-05-21,2025-06-05,10.0,"('19.32932', '-98.1664')",250
f10839a8-142b-4116-97a3-ed4b9a6eccf5,Hamburgo,CDMX,Marítimo,2025-03-11,2025-03-11,20.0,"('17.06542', '-96.72365')",250
7d298440-fc99-433c-bd12-58008603d7e1,CDMX,Monterrey,Aéreo,2025-02-04,2025-05-04,5.0,"('16.75973', '-93.11308')",250
7d90260b-d6a8-4297-9c13-105d08111613,Hamburgo,Los Angeles,Aéreo,2025-05-17,2025-06-13,20.0,"('20.22816', '-103.5687')",250
07d6dc8b-06c1-4e6f-b634-00b430a00f7c,CDMX,Shenzhen,Marítimo,2025-01-30,2025-05-13,10.0,"('20.28527', '-103.42897')",250
ff1f610a-d2c6-4b55-bdfb-cbb2d5cb8b3e,Monterrey,CDMX,Aéreo,2025-03-22,2025-05-16,20.0,"('17.06542', '-96.72365')",250
78180b9d-7317-40b2-963b-77a58e1b0345,CDMX,Monterrey,Terrestre,2025-02-10,2025-02-21,5.0,"('20.74122', '-100.44843')",250
bfac38d9-8d80-4eb3-8658-c37b3f19176d,CDMX,Shenzhen,Marítimo,2025-01-13,2025-06-21,10.0,"('19.32889', '-99.32556')",500
f29f0a7a-834b-4b8f-815d-e71b6e1942e6,CDMX,Hamburgo,Terrestre,2024-12-24,2025-03-04,5.0,"('22.49396', '-105.36369')",100
f27ac282-9d43-454d-8ff9-bd2a53211bda,CDMX,Los Angeles,Marítimo,2025-04-15,2025-06-14,5.0,"('20.22816', '-103.5687')",250
d528affd-d9ba-4fac-934e-11e3a215c807,Los Angeles,CDMX,Aéreo,2025-02-13,2025-03-14,20.0,"('19.8173', '-97.35992')",250
58a1dd95-9be3-41b9-aa49-40f281be4bd6,Monterrey,Los Angeles,Marítimo,2024-12-31,2025-02-26,5.0,"('20.28527', '-103.42897')",500
606faae2-fa93-4743-a387-777b4b81f789,Hamburgo,Shenzhen,Marítimo,2025-04-29,2025-06-19,10.0,"('19.04222', '-98.11889')",250
32aa382e-d5be-455d-93d4-83335b7e11eb,Monterrey,CDMX,Aéreo,2025-02-21,2025-06-19,5.0,"('16.75973', '-93.11308')",250
a1315f0e-ccfa-41c6-ad85-3a8883275736,Shenzhen,Los Angeles,Aéreo,2025-02-21,2025-06-10,10.0,"('20.28527', '-103.42897')",500
aef71366-8d92-4c96-b282-8ad2dd08b8f4,CDMX,Shenzhen,Aéreo,2025-05-12,2025-06-23,10.0,"('20.74122', '-100.44843')",500
b06e6529-a4bb-4e59-a76b-172e058e153b,CDMX,Hamburgo,Aéreo,2025-04-10,2025-06-20,5.0,"('21.01858', '-101.2591')",100
90675986-1e11-42b5-82f5-82cdd935f89b,CDMX,Shenzhen,Terrestre,2025-01-05,2025-03-26,5.0,"('19.04222', '-98.11889')",250
45df750f-0f7c-494c-8444-e94681a55d59,Los Angeles,Shenzhen,Aéreo,2025-03-21,2025-03-23,20.0,"('19.04222', '-98.11889')",100
202ebed7-26f2-4cbe-9838-d3b6cc2c0534,Monterrey,CDMX,Aéreo,2025-02-15,2025-05-21,5.0,"('19.04222', '-98.11889')",100
19b16bad-011f-445e-b4ab-c1410796827b,Hamburgo,Los Angeles,Terrestre,2025-03-12,2025-04-22,20.0,"('21.28306', '-89.66123')",250
0ee4eb3a-39b8-492c-9bd7-b190d14aeeba,Monterrey,CDMX,Aéreo,2025-03-12,2025-03-19,10.0,"('20.74122', '-100.44843')",500
531b381f-86b2-4cb2-81ff-6f6362a6e41b,Los Angeles,Shenzhen,Aéreo,2025-03-07,2025-05-09,5.0,"('20.22816', '-103.5687')",500
8c37469f-16c0-4886-b168-6348d654a286,CDMX,Shenzhen,Terrestre,2025-02-01,2025-03-14,5.0,"('19.32889', '-99.32556')",500
703a9f51-e800-475d-9b41-727c8ecd85f2,Shenzhen,Los Angeles,Marítimo,2025-02-19,2025-02-25,10.0,"('19.32932', '-98.1664')",250
4b9436b7-ce24-4125-962a-50cc34d28407,Los Angeles,Shenzhen,Aéreo,2025-04-28,2025-05-29,5.0,"('19.64745', '-102.04897')",500
9e2b2a56-c408-4b13-8f33-fbd85ddc4e30,Los Angeles,Monterrey,Aéreo,2025-03-20,2025-06-19,20.0,"('19.04222', '-98.11889')",100
5f39e4b6-ec6f-4f75-a733-62d05b50221a,CDMX,Shenzhen,Terrestre,2024-12-31,2025-01-04,20.0,"('21.28306', '-89.66123')",250
e8589364-2e80-4b21-9f7c-ab5d16211c1e,Hamburgo,Monterrey,Aéreo,2025-04-20,2025-06-12,20.0,"('19.32932', '-98.1664')",100
99a14071-7704-418c-b905-769c2b4f238d,Los Angeles,Hamburgo,Terrestre,2025-01-02,2025-03-17,10.0,"('19.64745', '-102.04897')",250
70ac63cf-94ad-4f29-a303-bf91f17932c3,CDMX,Monterrey,Marítimo,2025-04-24,2025-05-14,20.0,"('19.64745', '-102.04897')",250
6d718ed7-2cda-49d1-8479-22f5424c3243,Hamburgo,Monterrey,Aéreo,2025-05-14,2025-05-27,10.0,"('19.32932', '-98.1664')",250
4369e440-6596-4e35-a633-a2fade1aac1a,Los Angeles,CDMX,Terrestre,2025-02-20,2025-04-18,10.0,"('20.21322', '-100.88023')",100
3e10df92-b606-4cda-aa00-771af108eae3,CDMX,Monterrey,Marítimo,2025-05-07,2025-06-11,5.0,"('16.75973', '-93.11308')",100
687310a4-9b34-422c-9886-3013b469b684,CDMX,Shenzhen,Marítimo,2025-01-04,2025-05-27,10.0,"('25.87972', '-97.50417')",500
8e6e2a42-62a7-4e00-bb44-a7d8013f2792,Shenzhen,Monterrey,Marítimo,2025-02-18,2025-04-11,20.0,"('17.06542', '-96.72365')",250
c7cdfbbd-76ab-42bf-a7b1-346406d54c37,Monterrey,Los Angeles,Aéreo,2025-02-18,2025-04-19,10.0,"('19.32889', '-99.32556')",100
77394a42-6b64-489a-a50b-37c35a3a35e3,Monterrey,Hamburgo,Aéreo,2025-02-14,2025-06-09,5.0,"('21.28306', '-89.66123')",250
e4118776-c69b-4540-8a98-989b49e3ca48,CDMX,Monterrey,Marítimo,2025-05-05,2025-05-23,5.0,"('21.28306', '-89.66123')",500
5f193d00-7c74-4471-a301-5f5a79204270,Hamburgo,CDMX,Terrestre,2025-04-25,2025-05-02,20.0,"('19.8173', '-97.35992')",500
77d03ec0-a6aa-4a61-b106-48f42f0f3461,CDMX,Shenzhen,Aéreo,2025-01-04,2025-05-21,5.0,"('20.22816', '-103.5687')",100
ccca46d7-c889-4ba8-9ff0-1ee32d4aa8f2,Hamburgo,Monterrey,Marítimo,2025-03-07,2025-05-21,10.0,"('19.8173', '-97.35992')",100
e1b648fd-6e21-42fc-9624-e3a08d689f0e,Shenzhen,CDMX,Aéreo,2025-02-23,2025-04-21,10.0,"('25.87972', '-97.50417')",250
822d5681-59fb-4872-9b54-52dc0f832fce,Hamburgo,CDMX,Aéreo,2025-02-25,2025-02-27,10.0,"('20.28527', '-103.42897')",500
88bd22da-bffd-4fcb-b817-ffcc2b4b9e21,Los Angeles,Monterrey,Marítimo,2025-04-06,2025-05-11,5.0,"('20.74122', '-100.44843')",100
f31d632a-f758-48d8-9920-3e0bc0a999ee,CDMX,Hamburgo,Marítimo,2024-12-27,2025-01-18,5.0,"('19.8173', '-97.35992')",500
5229ba17-7d49-41de-977c-0c68ff6fde25,Monterrey,CDMX,Terrestre,2025-03-17,2025-04-18,20.0,"('20.22816', '-103.5687')",100
d6b7f278-e3da-4377-911c-a6a20c5143f0,Los Angeles,Shenzhen,Terrestre,2025-05-11,2025-06-14,20.0,"('20.21322', '-100.88023')",250
b0de0505-1382-4507-9590-1389949eac7f,CDMX,Shenzhen,Terrestre,2025-03-17,2025-05-12,10.0,"('20.21322', '-100.88023')",100
12210578-b0cf-4aba-a6c6-ff03d87aa0a3,Shenzhen,Hamburgo,Terrestre,2025-05-15,2025-06-19,20.0,"('21.28306', '-89.66123')",250
79eab6c2-9749-411f-82c4-184caf53b47b,Los Angeles,Shenzhen,Marítimo,2025-04-21,2025-06-19,20.0,"('21.01858', '-101.2591')",100
a3af6f22-7ae4-4384-8103-1f45a06d70d7,CDMX,Hamburgo,Aéreo,2025-03-17,2025-05-24,10.0,"('20.74122', '-100.44843')",250
42a72f00-169a-4f4c-aa08-901f26cc2980,Los Angeles,CDMX,Aéreo,2025-03-04,2025-06-05,20.0,"('19.32889', '-99.32556')",250
